path,class
./dataset/Images/AF1.jpg,2.3333333333333335
./dataset/Images/AF10.jpg,3.433333333333333
./dataset/Images/AF100.jpg,2.9
./dataset/Images/AF1000.jpg,3.966666666666667
./dataset/Images/AF1001.jpg,3.7333333333333334
./dataset/Images/AF1002.jpg,2.6166666666666667
./dataset/Images/AF1003.jpg,2.8666666666666667
./dataset/Images/AF1004.jpg,3.3
./dataset/Images/AF1005.jpg,2.216666666666667
./dataset/Images/AF1006.jpg,3.45
./dataset/Images/AF1007.jpg,2.7
./dataset/Images/AF1008.jpg,2.783333333333333
./dataset/Images/AF1009.jpg,3.8666666666666667
./dataset/Images/AF101.jpg,2.35
./dataset/Images/AF1010.jpg,2.5833333333333335
./dataset/Images/AF1011.jpg,3.1
./dataset/Images/AF1012.jpg,2.7666666666666666
./dataset/Images/AF1013.jpg,3.816666666666667
./dataset/Images/AF1014.jpg,4.316666666666666
./dataset/Images/AF1015.jpg,3.683333333333333
./dataset/Images/AF1016.jpg,3.816666666666667
./dataset/Images/AF1017.jpg,3.5
./dataset/Images/AF1018.jpg,3.316666666666667
./dataset/Images/AF1019.jpg,2.0833333333333335
./dataset/Images/AF102.jpg,2.8
./dataset/Images/AF1020.jpg,2.8666666666666667
./dataset/Images/AF1021.jpg,2.933333333333333
./dataset/Images/AF1022.jpg,3.7666666666666666
./dataset/Images/AF1023.jpg,3.4
./dataset/Images/AF1024.jpg,3.3666666666666667
./dataset/Images/AF1025.jpg,1.8666666666666667
./dataset/Images/AF1026.jpg,3.65
./dataset/Images/AF1027.jpg,3.9833333333333334
./dataset/Images/AF1028.jpg,2.1333333333333333
./dataset/Images/AF1029.jpg,3.95
./dataset/Images/AF103.jpg,2.6
./dataset/Images/AF1030.jpg,2.316666666666667
./dataset/Images/AF1031.jpg,4.033333333333333
./dataset/Images/AF1032.jpg,3.316666666666667
./dataset/Images/AF1033.jpg,2.2666666666666666
./dataset/Images/AF1034.jpg,3.05
./dataset/Images/AF1035.jpg,3.5166666666666666
./dataset/Images/AF1036.jpg,2.75
./dataset/Images/AF1037.jpg,2.0
./dataset/Images/AF1038.jpg,2.65
./dataset/Images/AF1039.jpg,4.2
./dataset/Images/AF104.jpg,2.8333333333333335
./dataset/Images/AF1040.jpg,2.2333333333333334
./dataset/Images/AF1041.jpg,2.3833333333333333
./dataset/Images/AF1042.jpg,3.1166666666666667
./dataset/Images/AF1043.jpg,2.5166666666666666
./dataset/Images/AF1044.jpg,2.9833333333333334
./dataset/Images/AF1045.jpg,3.816666666666667
./dataset/Images/AF1046.jpg,2.283333333333333
./dataset/Images/AF1047.jpg,3.65
./dataset/Images/AF1048.jpg,3.15
./dataset/Images/AF1049.jpg,2.95
./dataset/Images/AF105.jpg,4.033333333333333
./dataset/Images/AF1050.jpg,3.183333333333333
./dataset/Images/AF1051.jpg,2.7
./dataset/Images/AF1052.jpg,2.783333333333333
./dataset/Images/AF1053.jpg,2.6666666666666665
./dataset/Images/AF1054.jpg,3.216666666666667
./dataset/Images/AF1055.jpg,3.45
./dataset/Images/AF1056.jpg,4.216666666666667
./dataset/Images/AF1057.jpg,3.15
./dataset/Images/AF1058.jpg,3.783333333333333
./dataset/Images/AF1059.jpg,3.033333333333333
./dataset/Images/AF106.jpg,3.033333333333333
./dataset/Images/AF1060.jpg,2.433333333333333
./dataset/Images/AF1061.jpg,2.7666666666666666
./dataset/Images/AF1062.jpg,4.183333333333334
./dataset/Images/AF1063.jpg,4.316666666666666
./dataset/Images/AF1064.jpg,3.8833333333333333
./dataset/Images/AF1065.jpg,3.85
./dataset/Images/AF1066.jpg,1.6833333333333333
./dataset/Images/AF1067.jpg,2.5833333333333335
./dataset/Images/AF1068.jpg,4.116666666666666
./dataset/Images/AF1069.jpg,3.183333333333333
./dataset/Images/AF107.jpg,1.8833333333333333
./dataset/Images/AF1070.jpg,2.5
./dataset/Images/AF1071.jpg,3.1333333333333333
./dataset/Images/AF1072.jpg,3.2333333333333334
./dataset/Images/AF1073.jpg,2.6666666666666665
./dataset/Images/AF1074.jpg,3.1166666666666667
./dataset/Images/AF1075.jpg,3.9
./dataset/Images/AF1076.jpg,1.4
./dataset/Images/AF1077.jpg,3.1166666666666667
./dataset/Images/AF1078.jpg,3.4833333333333334
./dataset/Images/AF1079.jpg,2.966666666666667
./dataset/Images/AF108.jpg,2.783333333333333
./dataset/Images/AF1080.jpg,3.9166666666666665
./dataset/Images/AF1081.jpg,2.9
./dataset/Images/AF1082.jpg,2.6333333333333333
./dataset/Images/AF1083.jpg,4.4
./dataset/Images/AF1084.jpg,1.8333333333333333
./dataset/Images/AF1085.jpg,2.283333333333333
./dataset/Images/AF1086.jpg,3.65
./dataset/Images/AF1087.jpg,2.7666666666666666
./dataset/Images/AF1088.jpg,3.8666666666666667
./dataset/Images/AF1089.jpg,2.033333333333333
./dataset/Images/AF109.jpg,2.3333333333333335
./dataset/Images/AF1090.jpg,3.966666666666667
./dataset/Images/AF1091.jpg,2.9166666666666665
./dataset/Images/AF1092.jpg,2.25
./dataset/Images/AF1093.jpg,3.6333333333333333
./dataset/Images/AF1094.jpg,4.066666666666666
./dataset/Images/AF1095.jpg,2.6666666666666665
./dataset/Images/AF1096.jpg,2.3666666666666667
./dataset/Images/AF1097.jpg,2.466666666666667
./dataset/Images/AF1098.jpg,1.55
./dataset/Images/AF1099.jpg,4.183333333333334
./dataset/Images/AF11.jpg,2.316666666666667
./dataset/Images/AF110.jpg,3.25
./dataset/Images/AF1100.jpg,2.6666666666666665
./dataset/Images/AF1101.jpg,3.8
./dataset/Images/AF1102.jpg,3.8333333333333335
./dataset/Images/AF1103.jpg,3.05
./dataset/Images/AF1104.jpg,4.133333333333334
./dataset/Images/AF1105.jpg,1.7166666666666666
./dataset/Images/AF1106.jpg,3.5166666666666666
./dataset/Images/AF1107.jpg,4.216666666666667
./dataset/Images/AF1108.jpg,1.8666666666666667
./dataset/Images/AF1109.jpg,3.8833333333333333
./dataset/Images/AF111.jpg,2.75
./dataset/Images/AF1110.jpg,4.233333333333333
./dataset/Images/AF1111.jpg,2.3833333333333333
./dataset/Images/AF1112.jpg,4.233333333333333
./dataset/Images/AF1113.jpg,3.35
./dataset/Images/AF1114.jpg,2.966666666666667
./dataset/Images/AF1115.jpg,4.016666666666667
./dataset/Images/AF1116.jpg,4.016666666666667
